id,color,outline,name,style_url,coordinates,name2,value,radius,coordinates5,coordinates6,created_at,updated_at,type,address,street,city,state,country,coords,contact_person,contact_phone,contact_email,operating_hours,capacity,notes,facilities
312,null,null,SETTLERS WAY MOTORS,#Style827973,"27.884012,-33.032131,0 27.883806,-33.032011,0 27.884358,-33.031562,0 27.884506,-33.0317,0 27.884252,-33.031963,0",landmark_type,2,null,null,null,2025-10-22 02:54:54.932654+00,2025-10-22 02:54:54.932654+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
313,null,null,TOTAL BEACON BAY,#Style827974,"27.933443,-32.954915,0 27.933443,-32.954636,0 27.933896,-32.954499,0 27.933993,-32.954994,0 27.934077,-32.955332,0 27.934048,-32.955466,0 27.933751,-32.955148,0",landmark_type,2,null,null,null,2025-10-22 02:54:54.932654+00,2025-10-22 02:54:54.932654+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
4526,null,null,CP MINNAAR,#Style1126955,null,landmark_type,2,51.87,"30.638958,-23.652863",null,2025-10-22 02:55:05.357292+00,2025-10-22 02:55:05.357292+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
314,null,null,TOTAL DEVEREUX,#Style827975,"27.900216,-32.984294,0 27.900259,-32.983742,0 27.900795,-32.983761,0 27.900821,-32.984304,0",Comment1,null,null,null,null,2025-10-22 02:54:54.932654+00,2025-10-22 02:54:54.932654+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
315,null,null,TOTAL DEVEREUX,#Style827975,"27.900216,-32.984294,0 27.900259,-32.983742,0 27.900795,-32.983761,0 27.900821,-32.984304,0",Comment2,null,null,null,null,2025-10-22 02:54:54.932654+00,2025-10-22 02:54:54.932654+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
316,null,null,TOTAL DEVEREUX,#Style827975,"27.900216,-32.984294,0 27.900259,-32.983742,0 27.900795,-32.983761,0 27.900821,-32.984304,0",landmark_type,2,null,null,null,2025-10-22 02:54:54.932654+00,2025-10-22 02:54:54.932654+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
317,null,null,TOTAL OXFORD,#Style827976,"27.901443,-33.009713,0 27.901303,-33.009602,0 27.901649,-33.009273,0 27.901773,-33.009581,0",Comment1,null,null,null,null,2025-10-22 02:54:54.932654+00,2025-10-22 02:54:54.932654+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
318,null,null,TOTAL OXFORD,#Style827976,"27.901443,-33.009713,0 27.901303,-33.009602,0 27.901649,-33.009273,0 27.901773,-33.009581,0",Comment2,null,null,null,null,2025-10-22 02:54:54.932654+00,2025-10-22 02:54:54.932654+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
319,null,null,TOTAL OXFORD,#Style827976,"27.901443,-33.009713,0 27.901303,-33.009602,0 27.901649,-33.009273,0 27.901773,-33.009581,0",landmark_type,2,null,null,null,2025-10-22 02:54:54.932654+00,2025-10-22 02:54:54.932654+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
320,null,null,TOTAL BRITE STAR,#Style827978,"27.995834,-31.675863,0 27.996,-31.675524,0 27.996522,-31.675647,0 27.996585,-31.676044,0",Comment1,null,null,null,null,2025-10-22 02:54:54.932654+00,2025-10-22 02:54:54.932654+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
321,null,null,TOTAL BRITE STAR,#Style827978,"27.995834,-31.675863,0 27.996,-31.675524,0 27.996522,-31.675647,0 27.996585,-31.676044,0",Comment2,null,null,null,null,2025-10-22 02:54:54.932654+00,2025-10-22 02:54:54.932654+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
322,null,null,TOTAL BRITE STAR,#Style827978,"27.995834,-31.675863,0 27.996,-31.675524,0 27.996522,-31.675647,0 27.996585,-31.676044,0",landmark_type,2,null,null,null,2025-10-22 02:54:54.932654+00,2025-10-22 02:54:54.932654+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
323,null,null,TOTAL FORT BEAUFORT,#Style827979,"26.620729,-32.780622,0 26.620485,-32.780233,0 26.620906,-32.780072,0 26.621146,-32.780458,0",Comment1,null,null,null,null,2025-10-22 02:54:54.932654+00,2025-10-22 02:54:54.932654+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
324,null,null,TOTAL FORT BEAUFORT,#Style827979,"26.620729,-32.780622,0 26.620485,-32.780233,0 26.620906,-32.780072,0 26.621146,-32.780458,0",Comment2,null,null,null,null,2025-10-22 02:54:54.932654+00,2025-10-22 02:54:54.932654+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
325,null,null,TOTAL FORT BEAUFORT,#Style827979,"26.620729,-32.780622,0 26.620485,-32.780233,0 26.620906,-32.780072,0 26.621146,-32.780458,0",landmark_type,2,null,null,null,2025-10-22 02:54:54.932654+00,2025-10-22 02:54:54.932654+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
326,null,null,TOTAL GRAHAMSTOWN,#Style827980,"26.533513,-33.310782,0 26.533331,-33.310481,0 26.533638,-33.310296,0 26.533887,-33.3106,0",Comment1,null,null,null,null,2025-10-22 02:54:54.932654+00,2025-10-22 02:54:54.932654+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
327,null,null,TOTAL GRAHAMSTOWN,#Style827980,"26.533513,-33.310782,0 26.533331,-33.310481,0 26.533638,-33.310296,0 26.533887,-33.3106,0",Comment2,null,null,null,null,2025-10-22 02:54:54.932654+00,2025-10-22 02:54:54.932654+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
328,null,null,TOTAL GRAHAMSTOWN,#Style827980,"26.533513,-33.310782,0 26.533331,-33.310481,0 26.533638,-33.310296,0 26.533887,-33.3106,0",landmark_type,2,null,null,null,2025-10-22 02:54:54.932654+00,2025-10-22 02:54:54.932654+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
329,null,null,QUEST MIDWAY SERVICE STATION,#Style827982,"24.442045,-31.07317,0 24.440903,-31.073028,0 24.440878,-31.072539,0 24.442375,-31.07258,0 24.442561,-31.073196,0",Comment1,null,null,null,null,2025-10-22 02:54:54.932654+00,2025-10-22 02:54:54.932654+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
330,null,null,QUEST MIDWAY SERVICE STATION,#Style827982,"24.442045,-31.07317,0 24.440903,-31.073028,0 24.440878,-31.072539,0 24.442375,-31.07258,0 24.442561,-31.073196,0",Comment2,null,null,null,null,2025-10-22 02:54:54.932654+00,2025-10-22 02:54:54.932654+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
331,null,null,QUEST MIDWAY SERVICE STATION,#Style827982,"24.442045,-31.07317,0 24.440903,-31.073028,0 24.440878,-31.072539,0 24.442375,-31.07258,0 24.442561,-31.073196,0",landmark_type,2,null,null,null,2025-10-22 02:54:54.932654+00,2025-10-22 02:54:54.932654+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
332,null,null,297 - GAME PAVILION,#Style827983,"30.936069,-29.848928,0 30.935771,-29.847894,0 30.935059,-29.848019,0 30.934343,-29.848091,0 30.934221,-29.848094,0 30.93426,-29.847949,0 30.934856,-29.84753,0 30.935581,-29.847325,0 30.93613,-29.847303,0 30.936608,-29.847225,0 30.937323,-29.847408,0 30.938091,-29.847489,0 30.938325,-29.847739,0 30.938398,-29.84818,0 30.937244,-29.848856,0",landmark_type,2,null,null,null,2025-10-22 02:54:54.932654+00,2025-10-22 02:54:54.932654+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
333,null,null,TOTAL IDUTYWA,#Style827984,"28.302349,-32.10058,0 28.302161,-32.10014,0 28.302543,-32.100015,0 28.302805,-32.100334,0",Comment1,null,null,null,null,2025-10-22 02:54:54.932654+00,2025-10-22 02:54:54.932654+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
334,null,null,TOTAL IDUTYWA,#Style827984,"28.302349,-32.10058,0 28.302161,-32.10014,0 28.302543,-32.100015,0 28.302805,-32.100334,0",Comment2,null,null,null,null,2025-10-22 02:54:54.932654+00,2025-10-22 02:54:54.932654+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
335,null,null,TOTAL IDUTYWA,#Style827984,"28.302349,-32.10058,0 28.302161,-32.10014,0 28.302543,-32.100015,0 28.302805,-32.100334,0",landmark_type,2,null,null,null,2025-10-22 02:54:54.932654+00,2025-10-22 02:54:54.932654+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
336,null,null,TOTAL ZIYABUYA,#Style827985,"25.522238,-33.840683,0 25.521562,-33.839803,0 25.522236,-33.839311,0 25.522937,-33.840029,0",Comment1,null,null,null,null,2025-10-22 02:54:54.932654+00,2025-10-22 02:54:54.932654+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
337,null,null,TOTAL ZIYABUYA,#Style827985,"25.522238,-33.840683,0 25.521562,-33.839803,0 25.522236,-33.839311,0 25.522937,-33.840029,0",Comment2,null,null,null,null,2025-10-22 02:54:54.932654+00,2025-10-22 02:54:54.932654+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
338,null,null,TOTAL ZIYABUYA,#Style827985,"25.522238,-33.840683,0 25.521562,-33.839803,0 25.522236,-33.839311,0 25.522937,-33.840029,0",landmark_type,2,null,null,null,2025-10-22 02:54:54.932654+00,2025-10-22 02:54:54.932654+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
339,null,null,TOTAL SAVOY,#Style827988,"28.766593,-31.593788,0 28.766563,-31.593357,0 28.767,-31.593236,0 28.767103,-31.593706,0",Comment1,null,null,null,null,2025-10-22 02:54:54.932654+00,2025-10-22 02:54:54.932654+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
340,null,null,TOTAL SAVOY,#Style827988,"28.766593,-31.593788,0 28.766563,-31.593357,0 28.767,-31.593236,0 28.767103,-31.593706,0",Comment2,null,null,null,null,2025-10-22 02:54:54.932654+00,2025-10-22 02:54:54.932654+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
341,null,null,TOTAL SAVOY,#Style827988,"28.766593,-31.593788,0 28.766563,-31.593357,0 28.767,-31.593236,0 28.767103,-31.593706,0",landmark_type,2,null,null,null,2025-10-22 02:54:54.932654+00,2025-10-22 02:54:54.932654+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
342,null,null,334 - GAME WESTWOOD,#Style827990,"30.959444,-29.82939,0 30.959747,-29.828557,0 30.960286,-29.827723,0 30.962247,-29.828238,0 30.962415,-29.828154,0 30.96298,-29.828749,0 30.961837,-29.829577,0 30.961208,-29.830027,0 30.960604,-29.829945,0 30.960086,-29.829989,0",landmark_type,2,null,null,null,2025-10-22 02:54:54.932654+00,2025-10-22 02:54:54.932654+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
343,null,null,TOTAL PORT ALFRED,#Style827991,"26.883688,-33.593098,0 26.883551,-33.592908,0 26.88393,-33.592758,0 26.884078,-33.592932,0",Comment1,null,null,null,null,2025-10-22 02:54:54.932654+00,2025-10-22 02:54:54.932654+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
344,null,null,TOTAL PORT ALFRED,#Style827991,"26.883688,-33.593098,0 26.883551,-33.592908,0 26.88393,-33.592758,0 26.884078,-33.592932,0",Comment2,null,null,null,null,2025-10-22 02:54:54.932654+00,2025-10-22 02:54:54.932654+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
345,null,null,TOTAL PORT ALFRED,#Style827991,"26.883688,-33.593098,0 26.883551,-33.592908,0 26.88393,-33.592758,0 26.884078,-33.592932,0",landmark_type,2,null,null,null,2025-10-22 02:54:54.932654+00,2025-10-22 02:54:54.932654+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
346,null,null,381 - GAME CIRCUS UMTATA,#Style827992,"28.794714,-31.587692,0 28.793096,-31.587775,0 28.793126,-31.586807,0 28.795195,-31.586868,0 28.795233,-31.587609,0",landmark_type,2,null,null,null,2025-10-22 02:54:54.932654+00,2025-10-22 02:54:54.932654+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
347,null,null,TOTAL DEAL PARTY,#Style827994,"25.611763,-33.893934,0 25.611876,-33.893381,0 25.612296,-33.893415,0 25.612237,-33.894017,0",Comment1,null,null,null,null,2025-10-22 02:54:54.932654+00,2025-10-22 02:54:54.932654+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
348,null,null,TOTAL DEAL PARTY,#Style827994,"25.611763,-33.893934,0 25.611876,-33.893381,0 25.612296,-33.893415,0 25.612237,-33.894017,0",Comment2,null,null,null,null,2025-10-22 02:54:54.932654+00,2025-10-22 02:54:54.932654+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
349,null,null,TOTAL DEAL PARTY,#Style827994,"25.611763,-33.893934,0 25.611876,-33.893381,0 25.612296,-33.893415,0 25.612237,-33.894017,0",landmark_type,2,null,null,null,2025-10-22 02:54:54.932654+00,2025-10-22 02:54:54.932654+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
350,null,null,TOTAL SUMMERSTRAND,#Style827996,"25.674209,-33.993117,0 25.673779,-33.992772,0 25.674332,-33.992364,0 25.674742,-33.992684,0",Comment1,null,null,null,null,2025-10-22 02:54:54.932654+00,2025-10-22 02:54:54.932654+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
351,null,null,TOTAL SUMMERSTRAND,#Style827996,"25.674209,-33.993117,0 25.673779,-33.992772,0 25.674332,-33.992364,0 25.674742,-33.992684,0",Comment2,null,null,null,null,2025-10-22 02:54:54.932654+00,2025-10-22 02:54:54.932654+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
4947,null,null,PORT SHEPSTONE TO EMPANGENI ROUTE,#Style1173505,null,landmark_type,2,200.00,null,"30.448273,-30.739627,0 30.44812,-30.739449,0 30.450788,-30.737841,0 30.45407,-30.736609,0 30.454119,-30.735089,0 30.451039,-30.72998,0 30.44706,-30.721399,0 30.442319,-30.71565,0 30.44102,-30.71423,0 30.44121,-30.70867,0 30.442419,-30.70407,0 30.449519,-30.692289,0 30.464639,-30.68298,0 30.475159,-30.67208,0 30.49124,-30.662479,0 30.498149,-30.65087,0 30.508649,-30.64075,0 30.51443,-30.634599,0 30.522559,-30.630739,0 30.528559,-30.626799,0 30.531369,-30.62217,0 30.534579,-30.6171,0 30.53797,-30.61521,0 30.541969,-30.611039,0 30.551809,-30.59683,0 30.55645,-30.5879,0 30.559979,-30.579309,0 30.563389,-30.572639,0 30.56831,-30.5669,0 30.57748,-30.560919,0 30.58661,-30.553119,0 30.591799,-30.548639,0 30.593599,-30.54266,0 30.605789,-30.525289,0 30.61345,-30.51799,0 30.621009,-30.513179,0 30.622879,-30.50937,0 30.6243,-30.502629,0 30.626989,-30.498719,0 30.627569,-30.493439,0 30.627069,-30.48918,0 30.628409,-30.48563,0 30.63626,-30.47537,0 30.63706,-30.47117,0 30.635909,-30.464939,0 30.634229,-30.456289,0 30.63529,-30.44424,0 30.636299,-30.434059,0 30.640409,-30.42704,0 30.647809,-30.41657,0 30.650819,-30.406629,0 30.65257,-30.40218,0 30.652409,-30.396529,0 30.652729,-30.391089,0 30.657019,-30.385239,0 30.66749,-30.371629,0 30.6706,-30.36962,0 30.68521,-30.367439,0 30.692679,-30.36503,0 30.69543,-30.361689,0 30.70138,-30.35309,0 30.71592,-30.33874,0 30.7206,-30.332509,0 30.721699,-30.326959,0 30.722789,-30.31971,0 30.726919,-30.31115,0 30.74341,-30.28656,0 30.745989,-30.27738,0 30.7509,-30.271319,0 30.75954,-30.26273,0 30.76321,-30.25729,0 30.76546,-30.249369,0 30.772169,-30.235269,0 30.77314,-30.21666,0 30.772349,-30.201239,0 30.77552,-30.1976,0 30.779769,-30.195009,0 30.78947,-30.185839,0 30.797889,-30.18035,0 30.807819,-30.17716,0 30.81305,-30.17397,0 30.81718,-30.167269,0 30.820779,-30.157499,0 30.825279,-30.151199,0 30.83155,-30.144559,0 30.83359,-30.13952,0 30.8334,-30.13575,0 30.833939,-30.12599,0 30.837589,-30.12074,0 30.84769,-30.10677,0 30.852,-30.09919,0 30.85359,-30.0945,0 30.860119,-30.084579,0 30.865249,-30.07768,0 30.869029,-30.07467,0 30.87526,-30.06493,0 30.883729,-30.051749,0 30.892649,-30.042709,0 30.90858,-30.027779,0 30.912949,-30.023659,0 30.915849,-30.01854,0 30.91795,-30.00964,0 30.922129,-30.00644,0 30.92751,-30.003659,0 30.929569,-29.99831,0 30.9355,-29.980579,0 30.945949,-29.96272,0 30.948989,-29.95718,0 30.947399,-29.952709,0 30.948309,-29.94697,0 30.95118,-29.941759,0 30.95211,-29.93644,0 30.94928,-29.931799,0 30.94798,-29.927679,0 30.948419,-29.92351,0 30.948869,-29.91881,0 30.950659,-29.90808,0 30.952179,-29.901859,0 30.95107,-29.89479,0 30.947169,-29.891649,0 30.9462,-29.88896,0 30.94518,-29.88472,0 30.9459,-29.88125,0 30.94997,-29.87769,0 30.95091,-29.87056,0 30.950759,-29.85724,0 30.951,-29.853899,0 30.953779,-29.849019,0 30.95608,-29.844259,0 30.95726,-29.840229,0 30.963,-29.8292,0 30.96647,-29.826409,0 30.96713,-29.82337,0 30.969969,-29.818739,0 30.973839,-29.813929,0 30.980139,-29.80382,0 30.989319,-29.79737,0 30.995589,-29.789149,0 30.99836,-29.772849,0 31.000039,-29.76874,0 31.011679,-29.76041,0 31.028919,-29.749179,0 31.035289,-29.747299,0 31.05245,-29.73535,0 31.056589,-29.729019,0 31.05883,-29.72199,0 31.065509,-29.71124,0 31.069459,-29.701389,0 31.0761,-29.69528,0 31.08445,-29.689689,0 31.09384,-29.675719,0 31.09888,-29.666309,0 31.10459,-29.650719,0 31.108389,-29.64421,0 31.11437,-29.63706,0 31.12085,-29.63137,0 31.1234,-29.62714,0 31.128669,-29.61974,0 31.13585,-29.60865,0 31.140879,-29.588119,0 31.14608,-29.579209,0 31.15333,-29.571719,0 31.1766,-29.549209,0 31.18637,-29.542729,0 31.191279,-29.53434,0 31.194849,-29.523879,0 31.199799,-29.516329,0 31.216429,-29.493289,0 31.236229,-29.4691,0 31.248219,-29.45775,0 31.2523,-29.45173,0 31.2542,-29.44602,0 31.262769,-29.438349,0 31.268609,-29.435559,0 31.27299,-29.42883,0 31.27364,-29.422339,0 31.282939,-29.40706,0 31.29416,-29.390799,0 31.29748,-29.38626,0 31.295339,-29.379429,0 31.29747,-29.375569,0 31.30414,-29.370509,0 31.307749,-29.367049,0 31.310559,-29.36016,0 31.31426,-29.353059,0 31.318229,-29.35012,0 31.328089,-29.34277,0 31.33389,-29.3379,0 31.3377,-29.33014,0 31.34562,-29.32109,0 31.355709,-29.31455,0 31.376819,-29.30401,0 31.382729,-29.298739,0 31.385,-29.293279,0 31.39635,-29.278009,0 31.409469,-29.253219,0 31.43417,-29.21518,0 31.43831,-29.20905,0 31.444169,-29.204679,0 31.45557,-29.20147,0 31.46509,-29.193979,0 31.47388,-29.18728,0 31.482959,-29.18428,0 31.5056,-29.177309,0 31.516449,-29.171939,0 31.52691,-29.16638,0 31.535409,-29.160209,0 31.553629,-29.137129,0 31.56519,-29.12244,0 31.574519,-29.11267,0 31.589189,-29.098359,0 31.60301,-29.09177,0 31.61485,-29.07731,0 31.627459,-29.059799,0 31.649139,-29.04033,0 31.6655,-29.02559,0 31.67339,-29.01969,0 31.67999,-29.00897,0 31.70127,-28.991929,0 31.715209,-28.98241,0 31.72604,-28.97378,0 31.74641,-28.943419,0 31.75146,-28.93599,0 31.758829,-28.93166,0 31.767859,-28.93052,0 31.777329,-28.930879,0 31.785039,-28.92986,0 31.79472,-28.925879,0 31.812789,-28.911349,0 31.83547,-28.893869,0 31.857929,-28.885829,0 31.867059,-28.8806,0 31.87799,-28.87103,0 31.89177,-28.858779,0 31.898179,-28.85002,0 31.911079,-28.82017,0 31.9237,-28.78921,0 31.92789,-28.77701,0 31.929529,-28.77148,0 31.929749,-28.768789,0 31.925139,-28.767679,0 31.920249,-28.766909,0 31.910869,-28.76677,0 31.902629,-28.759789,0 31.898199,-28.754909,0 31.8913,-28.746099,0 31.8867,-28.74492,0 31.885479,-28.744288,0 31.886189,-28.74358,0 31.887495,-28.742365,0 31.887429,-28.742175,0",2025-10-22 02:55:06.457153+00,2025-10-22 02:55:06.457153+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
352,null,null,TOTAL SUMMERSTRAND,#Style827996,"25.674209,-33.993117,0 25.673779,-33.992772,0 25.674332,-33.992364,0 25.674742,-33.992684,0",landmark_type,2,null,null,null,2025-10-22 02:54:54.932654+00,2025-10-22 02:54:54.932654+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
353,null,null,TOTAL LUKHANJI,#Style827997,"26.887893,-31.903397,0 26.887829,-31.902693,0 26.888385,-31.902752,0 26.888378,-31.903471,0",Comment1,null,null,null,null,2025-10-22 02:54:54.932654+00,2025-10-22 02:54:54.932654+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
354,null,null,TOTAL LUKHANJI,#Style827997,"26.887893,-31.903397,0 26.887829,-31.902693,0 26.888385,-31.902752,0 26.888378,-31.903471,0",Comment2,null,null,null,null,2025-10-22 02:54:54.932654+00,2025-10-22 02:54:54.932654+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
355,null,null,TOTAL LUKHANJI,#Style827997,"26.887893,-31.903397,0 26.887829,-31.902693,0 26.888385,-31.902752,0 26.888378,-31.903471,0",landmark_type,2,null,null,null,2025-10-22 02:54:54.932654+00,2025-10-22 02:54:54.932654+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
356,null,null,ALEXANDERS SERVICE STATION,#Style827998,"28.867648,-31.163717,0 28.867712,-31.163369,0 28.86829,-31.163543,0 28.86813,-31.163777,0 28.867878,-31.163783,0",Comment1,null,null,null,null,2025-10-22 02:54:54.932654+00,2025-10-22 02:54:54.932654+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
357,null,null,ALEXANDERS SERVICE STATION,#Style827998,"28.867648,-31.163717,0 28.867712,-31.163369,0 28.86829,-31.163543,0 28.86813,-31.163777,0 28.867878,-31.163783,0",Comment2,null,null,null,null,2025-10-22 02:54:54.932654+00,2025-10-22 02:54:54.932654+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
358,null,null,ALEXANDERS SERVICE STATION,#Style827998,"28.867648,-31.163717,0 28.867712,-31.163369,0 28.86829,-31.163543,0 28.86813,-31.163777,0 28.867878,-31.163783,0",landmark_type,2,null,null,null,2025-10-22 02:54:54.932654+00,2025-10-22 02:54:54.932654+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
359,null,null,SUIDOOS MOTOR DIENS,#Style827999,"26.831901,-30.419707,0 26.832032,-30.419291,0 26.832292,-30.419365,0 26.832167,-30.419758,0",Comment1,null,null,null,null,2025-10-22 02:54:54.932654+00,2025-10-22 02:54:54.932654+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
360,null,null,SUIDOOS MOTOR DIENS,#Style827999,"26.831901,-30.419707,0 26.832032,-30.419291,0 26.832292,-30.419365,0 26.832167,-30.419758,0",Comment2,null,null,null,null,2025-10-22 02:54:54.932654+00,2025-10-22 02:54:54.932654+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
361,null,null,SUIDOOS MOTOR DIENS,#Style827999,"26.831901,-30.419707,0 26.832032,-30.419291,0 26.832292,-30.419365,0 26.832167,-30.419758,0",landmark_type,2,null,null,null,2025-10-22 02:54:54.932654+00,2025-10-22 02:54:54.932654+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
362,null,null,TOTAL FUEL CENTRE,#Style828002,"28.790121,-31.588922,0 28.790129,-31.588537,0 28.790812,-31.588564,0 28.790827,-31.588925,0",null,null,null,null,null,2025-10-22 02:54:54.932654+00,2025-10-22 02:54:54.932654+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
363,null,null,820 - GAME KOKSTAD,#Style828003,"29.427005,-30.549301,0 29.426754,-30.549032,0 29.426632,-30.548653,0 29.4274,-30.548358,0 29.427629,-30.548372,0 29.428104,-30.548128,0 29.428255,-30.548451,0 29.428476,-30.54875,0 29.427193,-30.549215,0",landmark_type,2,null,null,null,2025-10-22 02:54:54.932654+00,2025-10-22 02:54:54.932654+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
364,null,null,TOTAL MDANTSANE,#Style828004,"27.740357,-32.936479,0 27.740585,-32.935925,0 27.741488,-32.936207,0 27.741246,-32.936769,0",Comment1,null,null,null,null,2025-10-22 02:54:54.932654+00,2025-10-22 02:54:54.932654+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
365,null,null,TOTAL MDANTSANE,#Style828004,"27.740357,-32.936479,0 27.740585,-32.935925,0 27.741488,-32.936207,0 27.741246,-32.936769,0",Comment2,null,null,null,null,2025-10-22 02:54:54.932654+00,2025-10-22 02:54:54.932654+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
366,null,null,TOTAL MDANTSANE,#Style828004,"27.740357,-32.936479,0 27.740585,-32.935925,0 27.741488,-32.936207,0 27.741246,-32.936769,0",landmark_type,2,null,null,null,2025-10-22 02:54:54.932654+00,2025-10-22 02:54:54.932654+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
367,null,null,TOLLAS TOTAL STOP,#Style828005,"26.202852,-29.137733,0 26.202605,-29.137334,0 26.202958,-29.136967,0 26.203327,-29.137342,0",Comment1,null,null,null,null,2025-10-22 02:54:54.932654+00,2025-10-22 02:54:54.932654+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
368,null,null,TOLLAS TOTAL STOP,#Style828005,"26.202852,-29.137733,0 26.202605,-29.137334,0 26.202958,-29.136967,0 26.203327,-29.137342,0",Comment2,null,null,null,null,2025-10-22 02:54:54.932654+00,2025-10-22 02:54:54.932654+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
369,null,null,TOLLAS TOTAL STOP,#Style828005,"26.202852,-29.137733,0 26.202605,-29.137334,0 26.202958,-29.136967,0 26.203327,-29.137342,0",landmark_type,2,null,null,null,2025-10-22 02:54:54.932654+00,2025-10-22 02:54:54.932654+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
370,null,null,TOTAL KROON,#Style828006,"27.235274,-27.667249,0 27.235127,-27.6669,0 27.235483,-27.666766,0 27.235673,-27.667066,0",Comment1,null,null,null,null,2025-10-22 02:54:54.932654+00,2025-10-22 02:54:54.932654+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
371,null,null,TOTAL KROON,#Style828006,"27.235274,-27.667249,0 27.235127,-27.6669,0 27.235483,-27.666766,0 27.235673,-27.667066,0",Comment2,null,null,null,null,2025-10-22 02:54:54.932654+00,2025-10-22 02:54:54.932654+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
372,null,null,TOTAL KROON,#Style828006,"27.235274,-27.667249,0 27.235127,-27.6669,0 27.235483,-27.666766,0 27.235673,-27.667066,0",landmark_type,2,null,null,null,2025-10-22 02:54:54.932654+00,2025-10-22 02:54:54.932654+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
373,null,null,TOTAL PELLISSIER,#Style828008,"26.178865,-29.169824,0 26.179147,-29.169353,0 26.179773,-29.169691,0 26.179309,-29.170097,0",Comment1,null,null,null,null,2025-10-22 02:54:54.932654+00,2025-10-22 02:54:54.932654+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
