id,color,outline,name,style_url,coordinates,name2,value,radius,coordinates5,coordinates6,created_at,updated_at,type,address,street,city,state,country,coords,contact_person,contact_phone,contact_email,operating_hours,capacity,notes,facilities
3816,null,null,CASIO,#Style1083365,"28.140288,-25.960595,0 28.140331,-25.960155,0 28.140503,-25.959608,0 28.141928,-25.959626,0 28.142022,-25.961023,0",landmark_type,2,null,null,null,2025-10-22 02:55:03.683585+00,2025-10-22 02:55:03.683585+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
3817,null,null,VERIMARK,#Style1083599,"30.994262,-29.783861,0 30.994214,-29.783331,0 30.994303,-29.782986,0 30.994498,-29.782697,0 30.996904,-29.782576,0 30.996575,-29.783698,0",Comment1,null,null,null,null,2025-10-22 02:55:03.683585+00,2025-10-22 02:55:03.683585+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
3818,null,null,VERIMARK,#Style1083599,"30.994262,-29.783861,0 30.994214,-29.783331,0 30.994303,-29.782986,0 30.994498,-29.782697,0 30.996904,-29.782576,0 30.996575,-29.783698,0",Comment2,null,null,null,null,2025-10-22 02:55:03.683585+00,2025-10-22 02:55:03.683585+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
3819,null,null,VERIMARK,#Style1083599,"30.994262,-29.783861,0 30.994214,-29.783331,0 30.994303,-29.782986,0 30.994498,-29.782697,0 30.996904,-29.782576,0 30.996575,-29.783698,0",landmark_type,2,null,null,null,2025-10-22 02:55:03.683585+00,2025-10-22 02:55:03.683585+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
3820,null,null,TEVO,#Style1083600,"30.828941,-29.81912,0 30.829319,-29.818203,0 30.8298,-29.818412,0 30.829516,-29.819259,0",Comment1,null,null,null,null,2025-10-22 02:55:03.683585+00,2025-10-22 02:55:03.683585+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
3821,null,null,TEVO,#Style1083600,"30.828941,-29.81912,0 30.829319,-29.818203,0 30.8298,-29.818412,0 30.829516,-29.819259,0",Comment2,null,null,null,null,2025-10-22 02:55:03.683585+00,2025-10-22 02:55:03.683585+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
3822,null,null,TEVO,#Style1083600,"30.828941,-29.81912,0 30.829319,-29.818203,0 30.8298,-29.818412,0 30.829516,-29.819259,0",landmark_type,2,null,null,null,2025-10-22 02:55:03.683585+00,2025-10-22 02:55:03.683585+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
3823,null,null,TEDELEX,#Style1083602,"30.822968,-29.815913,0 30.822099,-29.815387,0 30.824346,-29.814722,0 30.824573,-29.815266,0",Comment1,null,null,null,null,2025-10-22 02:55:03.683585+00,2025-10-22 02:55:03.683585+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
3824,null,null,TEDELEX,#Style1083602,"30.822968,-29.815913,0 30.822099,-29.815387,0 30.824346,-29.814722,0 30.824573,-29.815266,0",Comment2,null,null,null,null,2025-10-22 02:55:03.683585+00,2025-10-22 02:55:03.683585+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
3825,null,null,TEDELEX,#Style1083602,"30.822968,-29.815913,0 30.822099,-29.815387,0 30.824346,-29.814722,0 30.824573,-29.815266,0",landmark_type,2,null,null,null,2025-10-22 02:55:03.683585+00,2025-10-22 02:55:03.683585+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
3826,null,null,SURE SERVICES,#Style1083604,"30.994173,-29.811883,0 30.993674,-29.811742,0 30.9939,-29.811433,0 30.994289,-29.811624,0",Comment1,null,null,null,null,2025-10-22 02:55:03.683585+00,2025-10-22 02:55:03.683585+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
3827,null,null,SURE SERVICES,#Style1083604,"30.994173,-29.811883,0 30.993674,-29.811742,0 30.9939,-29.811433,0 30.994289,-29.811624,0",Comment2,null,null,null,null,2025-10-22 02:55:03.683585+00,2025-10-22 02:55:03.683585+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
3828,null,null,SURE SERVICES,#Style1083604,"30.994173,-29.811883,0 30.993674,-29.811742,0 30.9939,-29.811433,0 30.994289,-29.811624,0",landmark_type,2,null,null,null,2025-10-22 02:55:03.683585+00,2025-10-22 02:55:03.683585+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
3829,null,null,STEVENS  CO,#Style1083605,"30.99645,-29.812828,0 30.996014,-29.812762,0 30.99619,-29.812049,0 30.996665,-29.812153,0",Comment1,null,null,null,null,2025-10-22 02:55:03.683585+00,2025-10-22 02:55:03.683585+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
3830,null,null,STEVENS  CO,#Style1083605,"30.99645,-29.812828,0 30.996014,-29.812762,0 30.99619,-29.812049,0 30.996665,-29.812153,0",Comment2,null,null,null,null,2025-10-22 02:55:03.683585+00,2025-10-22 02:55:03.683585+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
3831,null,null,STEVENS  CO,#Style1083605,"30.99645,-29.812828,0 30.996014,-29.812762,0 30.99619,-29.812049,0 30.996665,-29.812153,0",landmark_type,2,null,null,null,2025-10-22 02:55:03.683585+00,2025-10-22 02:55:03.683585+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
3832,null,null,SAMSUNG SMART CARE CENTRE,#Style1083607,"30.995326,-29.775166,0 30.995725,-29.774905,0 30.99685,-29.775522,0 30.996584,-29.776118,0 30.995586,-29.775916,0 30.99519,-29.775888,0",Comment1,null,null,null,null,2025-10-22 02:55:03.683585+00,2025-10-22 02:55:03.683585+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
3833,null,null,SAMSUNG SMART CARE CENTRE,#Style1083607,"30.995326,-29.775166,0 30.995725,-29.774905,0 30.99685,-29.775522,0 30.996584,-29.776118,0 30.995586,-29.775916,0 30.99519,-29.775888,0",Comment2,null,null,null,null,2025-10-22 02:55:03.683585+00,2025-10-22 02:55:03.683585+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
3834,null,null,SAMSUNG SMART CARE CENTRE,#Style1083607,"30.995326,-29.775166,0 30.995725,-29.774905,0 30.99685,-29.775522,0 30.996584,-29.776118,0 30.995586,-29.775916,0 30.99519,-29.775888,0",landmark_type,2,null,null,null,2025-10-22 02:55:03.683585+00,2025-10-22 02:55:03.683585+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
3835,null,null,RETRACTALINE,#Style1083608,"31.116976,-29.603703,0 31.116107,-29.603167,0 31.116912,-29.602304,0 31.117863,-29.602845,0",Comment1,null,null,null,null,2025-10-22 02:55:03.683585+00,2025-10-22 02:55:03.683585+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
3836,null,null,RETRACTALINE,#Style1083608,"31.116976,-29.603703,0 31.116107,-29.603167,0 31.116912,-29.602304,0 31.117863,-29.602845,0",Comment2,null,null,null,null,2025-10-22 02:55:03.683585+00,2025-10-22 02:55:03.683585+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
3837,null,null,RETRACTALINE,#Style1083608,"31.116976,-29.603703,0 31.116107,-29.603167,0 31.116912,-29.602304,0 31.117863,-29.602845,0",landmark_type,2,null,null,null,2025-10-22 02:55:03.683585+00,2025-10-22 02:55:03.683585+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
3838,null,null,RECTRON - DBN,#Style1083609,"31.061977,-29.721069,0 31.061402,-29.720619,0 31.061829,-29.720258,0 31.062361,-29.720677,0",landmark_type,2,null,null,null,2025-10-22 02:55:03.683585+00,2025-10-22 02:55:03.683585+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
3839,null,null,RANK SHARP,#Style1083610,"31.02156,-29.834596,0 31.021585,-29.834348,0 31.021744,-29.834356,0 31.0217,-29.834606,0",Comment1,null,null,null,null,2025-10-22 02:55:03.683585+00,2025-10-22 02:55:03.683585+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
3840,null,null,RANK SHARP,#Style1083610,"31.02156,-29.834596,0 31.021585,-29.834348,0 31.021744,-29.834356,0 31.0217,-29.834606,0",Comment2,null,null,null,null,2025-10-22 02:55:03.683585+00,2025-10-22 02:55:03.683585+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
3841,null,null,RANK SHARP,#Style1083610,"31.02156,-29.834596,0 31.021585,-29.834348,0 31.021744,-29.834356,0 31.0217,-29.834606,0",landmark_type,2,null,null,null,2025-10-22 02:55:03.683585+00,2025-10-22 02:55:03.683585+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
3990,null,null,SCHENKER C/O OMNICO,#Style1083661,"18.69356,-33.97229,0 18.6937,-33.971672,0 18.69463,-33.971863,0 18.694487,-33.972457,0",Comment2,null,null,null,null,2025-10-22 02:55:03.92322+00,2025-10-22 02:55:03.92322+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
3843,null,null,POWER TOOLS SERVICES,#Style1083611,"30.986991,-29.810348,0 30.98704,-29.809976,0 30.988972,-29.81025,0 30.98877,-29.81062,0 30.988074,-29.810722,0",Comment2,null,null,null,null,2025-10-22 02:55:03.683585+00,2025-10-22 02:55:03.683585+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
3844,null,null,POWER TOOLS SERVICES,#Style1083611,"30.986991,-29.810348,0 30.98704,-29.809976,0 30.988972,-29.81025,0 30.98877,-29.81062,0 30.988074,-29.810722,0",landmark_type,2,null,null,null,2025-10-22 02:55:03.683585+00,2025-10-22 02:55:03.683585+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
3845,null,null,PHILTEC SERVICES,#Style1083612,"30.878313,-29.821465,0 30.878107,-29.821399,0 30.878308,-29.820918,0 30.878571,-29.821,0",Comment1,null,null,null,null,2025-10-22 02:55:03.683585+00,2025-10-22 02:55:03.683585+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
3846,null,null,PHILTEC SERVICES,#Style1083612,"30.878313,-29.821465,0 30.878107,-29.821399,0 30.878308,-29.820918,0 30.878571,-29.821,0",Comment2,null,null,null,null,2025-10-22 02:55:03.683585+00,2025-10-22 02:55:03.683585+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
3847,null,null,PHILTEC SERVICES,#Style1083612,"30.878313,-29.821465,0 30.878107,-29.821399,0 30.878308,-29.820918,0 30.878571,-29.821,0",landmark_type,2,null,null,null,2025-10-22 02:55:03.683585+00,2025-10-22 02:55:03.683585+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
3848,null,null,PEERLESS TRADING,#Style1083613,"31.006116,-29.865255,0 31.006363,-29.865047,0 31.006717,-29.865426,0 31.006453,-29.865626,0",Comment1,null,null,null,null,2025-10-22 02:55:03.683585+00,2025-10-22 02:55:03.683585+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
3849,null,null,PEERLESS TRADING,#Style1083613,"31.006116,-29.865255,0 31.006363,-29.865047,0 31.006717,-29.865426,0 31.006453,-29.865626,0",Comment2,null,null,null,null,2025-10-22 02:55:03.683585+00,2025-10-22 02:55:03.683585+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
3850,null,null,PEERLESS TRADING,#Style1083613,"31.006116,-29.865255,0 31.006363,-29.865047,0 31.006717,-29.865426,0 31.006453,-29.865626,0",landmark_type,2,null,null,null,2025-10-22 02:55:03.683585+00,2025-10-22 02:55:03.683585+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
3851,null,null,MULTICHOICE,#Style1083614,"31.060966,-29.735506,0 31.06036,-29.735395,0 31.060757,-29.734458,0 31.061536,-29.734661,0 31.06179,-29.735105,0",Comment1,null,null,null,null,2025-10-22 02:55:03.683585+00,2025-10-22 02:55:03.683585+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
3852,null,null,MULTICHOICE,#Style1083614,"31.060966,-29.735506,0 31.06036,-29.735395,0 31.060757,-29.734458,0 31.061536,-29.734661,0 31.06179,-29.735105,0",Comment2,null,null,null,null,2025-10-22 02:55:03.683585+00,2025-10-22 02:55:03.683585+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
3853,null,null,MULTICHOICE,#Style1083614,"31.060966,-29.735506,0 31.06036,-29.735395,0 31.060757,-29.734458,0 31.061536,-29.734661,0 31.06179,-29.735105,0",landmark_type,2,null,null,null,2025-10-22 02:55:03.683585+00,2025-10-22 02:55:03.683585+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
3854,null,null,MASTER AUDIO VISUAL,#Style1083615,"31.023511,-29.836447,0 31.023573,-29.836218,0 31.024064,-29.836276,0 31.023957,-29.836549,0",Comment1,null,null,null,null,2025-10-22 02:55:03.683585+00,2025-10-22 02:55:03.683585+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
3855,null,null,MASTER AUDIO VISUAL,#Style1083615,"31.023511,-29.836447,0 31.023573,-29.836218,0 31.024064,-29.836276,0 31.023957,-29.836549,0",Comment2,null,null,null,null,2025-10-22 02:55:03.683585+00,2025-10-22 02:55:03.683585+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
3856,null,null,MASTER AUDIO VISUAL,#Style1083615,"31.023511,-29.836447,0 31.023573,-29.836218,0 31.024064,-29.836276,0 31.023957,-29.836549,0",landmark_type,2,null,null,null,2025-10-22 02:55:03.683585+00,2025-10-22 02:55:03.683585+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
3857,null,null,L  G TOOLS,#Style1083616,"30.835969,-29.820964,0 30.835602,-29.820687,0 30.836293,-29.819996,0 30.836669,-29.820298,0",Comment1,null,null,null,null,2025-10-22 02:55:03.683585+00,2025-10-22 02:55:03.683585+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
3858,null,null,L  G TOOLS,#Style1083616,"30.835969,-29.820964,0 30.835602,-29.820687,0 30.836293,-29.819996,0 30.836669,-29.820298,0",Comment2,null,null,null,null,2025-10-22 02:55:03.683585+00,2025-10-22 02:55:03.683585+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
3859,null,null,L  G TOOLS,#Style1083616,"30.835969,-29.820964,0 30.835602,-29.820687,0 30.836293,-29.819996,0 30.836669,-29.820298,0",landmark_type,2,null,null,null,2025-10-22 02:55:03.683585+00,2025-10-22 02:55:03.683585+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
3860,null,null,KARCHER,#Style1083617,"30.841693,-29.81757,0 30.840212,-29.81677,0 30.840566,-29.816463,0 30.842187,-29.816951,0",Comment1,null,null,null,null,2025-10-22 02:55:03.683585+00,2025-10-22 02:55:03.683585+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
3861,null,null,KARCHER,#Style1083617,"30.841693,-29.81757,0 30.840212,-29.81677,0 30.840566,-29.816463,0 30.842187,-29.816951,0",Comment2,null,null,null,null,2025-10-22 02:55:03.683585+00,2025-10-22 02:55:03.683585+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
3862,null,null,KARCHER,#Style1083617,"30.841693,-29.81757,0 30.840212,-29.81677,0 30.840566,-29.816463,0 30.842187,-29.816951,0",landmark_type,2,null,null,null,2025-10-22 02:55:03.683585+00,2025-10-22 02:55:03.683585+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
3863,null,null,JR TOOLS,#Style1083618,"31.023956,-29.782067,0 31.023447,-29.781685,0 31.023627,-29.781483,0 31.024153,-29.781888,0",Comment1,null,null,null,null,2025-10-22 02:55:03.683585+00,2025-10-22 02:55:03.683585+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
3864,null,null,JR TOOLS,#Style1083618,"31.023956,-29.782067,0 31.023447,-29.781685,0 31.023627,-29.781483,0 31.024153,-29.781888,0",Comment2,null,null,null,null,2025-10-22 02:55:03.683585+00,2025-10-22 02:55:03.683585+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
3865,null,null,JR TOOLS,#Style1083618,"31.023956,-29.782067,0 31.023447,-29.781685,0 31.023627,-29.781483,0 31.024153,-29.781888,0",landmark_type,2,null,null,null,2025-10-22 02:55:03.683585+00,2025-10-22 02:55:03.683585+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
3866,null,null,INTROSTAT,#Style1083619,"31.02131,-29.839727,0 31.021376,-29.839525,0 31.022153,-29.839613,0 31.022105,-29.839878,0",Comment1,null,null,null,null,2025-10-22 02:55:03.683585+00,2025-10-22 02:55:03.683585+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
3867,null,null,INTROSTAT,#Style1083619,"31.02131,-29.839727,0 31.021376,-29.839525,0 31.022153,-29.839613,0 31.022105,-29.839878,0",Comment2,null,null,null,null,2025-10-22 02:55:03.683585+00,2025-10-22 02:55:03.683585+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
3868,null,null,INTROSTAT,#Style1083619,"31.02131,-29.839727,0 31.021376,-29.839525,0 31.022153,-29.839613,0 31.022105,-29.839878,0",landmark_type,2,null,null,null,2025-10-22 02:55:03.683585+00,2025-10-22 02:55:03.683585+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
3869,null,null,WAP SA,#Style1083620,"30.87942,-29.81877,0 30.879554,-29.818421,0 30.880102,-29.818602,0 30.879944,-29.818928,0",Comment1,null,null,null,null,2025-10-22 02:55:03.683585+00,2025-10-22 02:55:03.683585+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
3870,null,null,WAP SA,#Style1083620,"30.87942,-29.81877,0 30.879554,-29.818421,0 30.880102,-29.818602,0 30.879944,-29.818928,0",Comment2,null,null,null,null,2025-10-22 02:55:03.683585+00,2025-10-22 02:55:03.683585+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
3871,null,null,WAP SA,#Style1083620,"30.87942,-29.81877,0 30.879554,-29.818421,0 30.880102,-29.818602,0 30.879944,-29.818928,0",landmark_type,2,null,null,null,2025-10-22 02:55:03.683585+00,2025-10-22 02:55:03.683585+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
3872,null,null,IRS TRONICS,#Style1083621,"30.8298,-29.818398,0 30.829315,-29.818202,0 30.829618,-29.817651,0 30.830045,-29.817768,0",Comment1,null,null,null,null,2025-10-22 02:55:03.683585+00,2025-10-22 02:55:03.683585+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
3873,null,null,IRS TRONICS,#Style1083621,"30.8298,-29.818398,0 30.829315,-29.818202,0 30.829618,-29.817651,0 30.830045,-29.817768,0",Comment2,null,null,null,null,2025-10-22 02:55:03.683585+00,2025-10-22 02:55:03.683585+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
3874,null,null,IRS TRONICS,#Style1083621,"30.8298,-29.818398,0 30.829315,-29.818202,0 30.829618,-29.817651,0 30.830045,-29.817768,0",landmark_type,2,null,null,null,2025-10-22 02:55:03.683585+00,2025-10-22 02:55:03.683585+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
3875,null,null,TANDEM,#Style1083622,"31.000176,-29.784867,0 31.000165,-29.783498,0 31.001035,-29.783531,0 31.001056,-29.784725,0 31.000541,-29.784977,0",Comment1,null,null,null,null,2025-10-22 02:55:03.683585+00,2025-10-22 02:55:03.683585+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
3876,null,null,TANDEM,#Style1083622,"31.000176,-29.784867,0 31.000165,-29.783498,0 31.001035,-29.783531,0 31.001056,-29.784725,0 31.000541,-29.784977,0",Comment2,null,null,null,null,2025-10-22 02:55:03.683585+00,2025-10-22 02:55:03.683585+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
3877,null,null,TANDEM,#Style1083622,"31.000176,-29.784867,0 31.000165,-29.783498,0 31.001035,-29.783531,0 31.001056,-29.784725,0 31.000541,-29.784977,0",landmark_type,2,null,null,null,2025-10-22 02:55:03.683585+00,2025-10-22 02:55:03.683585+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
3878,null,null,COMMUNITY ELECTRONICS,#Style1083623,"28.131895,-26.261271,0 28.130767,-26.26082,0 28.130621,-26.260599,0 28.130562,-26.260426,0 28.130607,-26.259884,0 28.131985,-26.260551,0 28.132144,-26.260637,0",Comment1,null,null,null,null,2025-10-22 02:55:03.683585+00,2025-10-22 02:55:03.683585+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
3879,null,null,COMMUNITY ELECTRONICS,#Style1083623,"28.131895,-26.261271,0 28.130767,-26.26082,0 28.130621,-26.260599,0 28.130562,-26.260426,0 28.130607,-26.259884,0 28.131985,-26.260551,0 28.132144,-26.260637,0",Comment2,null,null,null,null,2025-10-22 02:55:03.683585+00,2025-10-22 02:55:03.683585+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
3880,null,null,COMMUNITY ELECTRONICS,#Style1083623,"28.131895,-26.261271,0 28.130767,-26.26082,0 28.130621,-26.260599,0 28.130562,-26.260426,0 28.130607,-26.259884,0 28.131985,-26.260551,0 28.132144,-26.260637,0",landmark_type,2,null,null,null,2025-10-22 02:55:03.683585+00,2025-10-22 02:55:03.683585+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
3881,null,null,CONNOISSEUR ELECTRONICS,#Style1083624,"28.138998,-26.167992,0 28.138931,-26.168015,0 28.138879,-26.167956,0 28.13889,-26.167713,0 28.139481,-26.167553,0 28.139566,-26.167826,0",Comment1,null,null,null,null,2025-10-22 02:55:03.683585+00,2025-10-22 02:55:03.683585+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
4030,null,null,PHOTOGRAPHIC REPAIRS,#Style1083688,"18.410887,-33.929724,0 18.410398,-33.929381,0 18.410938,-33.928926,0 18.411373,-33.929258,0",Comment2,null,null,null,null,2025-10-22 02:55:04.160663+00,2025-10-22 02:55:04.160663+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
3882,null,null,CONNOISSEUR ELECTRONICS,#Style1083624,"28.138998,-26.167992,0 28.138931,-26.168015,0 28.138879,-26.167956,0 28.13889,-26.167713,0 28.139481,-26.167553,0 28.139566,-26.167826,0",Comment2,null,null,null,null,2025-10-22 02:55:03.683585+00,2025-10-22 02:55:03.683585+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
3883,null,null,CONNOISSEUR ELECTRONICS,#Style1083624,"28.138998,-26.167992,0 28.138931,-26.168015,0 28.138879,-26.167956,0 28.13889,-26.167713,0 28.139481,-26.167553,0 28.139566,-26.167826,0",landmark_type,2,null,null,null,2025-10-22 02:55:03.683585+00,2025-10-22 02:55:03.683585+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
3884,null,null,THE CORE GROUP,#Style1083625,"28.227624,-26.160511,0 28.227262,-26.159798,0 28.226953,-26.159066,0 28.227769,-26.158758,0 28.22832,-26.159764,0 28.228423,-26.160158,0",Comment1,null,null,null,null,2025-10-22 02:55:03.683585+00,2025-10-22 02:55:03.683585+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
3885,null,null,THE CORE GROUP,#Style1083625,"28.227624,-26.160511,0 28.227262,-26.159798,0 28.226953,-26.159066,0 28.227769,-26.158758,0 28.22832,-26.159764,0 28.228423,-26.160158,0",Comment2,null,null,null,null,2025-10-22 02:55:03.683585+00,2025-10-22 02:55:03.683585+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
3886,null,null,THE CORE GROUP,#Style1083625,"28.227624,-26.160511,0 28.227262,-26.159798,0 28.226953,-26.159066,0 28.227769,-26.158758,0 28.22832,-26.159764,0 28.228423,-26.160158,0",landmark_type,2,null,null,null,2025-10-22 02:55:03.683585+00,2025-10-22 02:55:03.683585+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
3887,null,null,COREX PTY LTD,#Style1083626,"28.131686,-25.976629,0 28.131852,-25.976111,0 28.132938,-25.976433,0 28.132672,-25.977117,0 28.132163,-25.976892,0",Comment1,null,null,null,null,2025-10-22 02:55:03.683585+00,2025-10-22 02:55:03.683585+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
3888,null,null,COREX PTY LTD,#Style1083626,"28.131686,-25.976629,0 28.131852,-25.976111,0 28.132938,-25.976433,0 28.132672,-25.977117,0 28.132163,-25.976892,0",Comment2,null,null,null,null,2025-10-22 02:55:03.683585+00,2025-10-22 02:55:03.683585+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
3889,null,null,COREX PTY LTD,#Style1083626,"28.131686,-25.976629,0 28.131852,-25.976111,0 28.132938,-25.976433,0 28.132672,-25.977117,0 28.132163,-25.976892,0",landmark_type,2,null,null,null,2025-10-22 02:55:03.683585+00,2025-10-22 02:55:03.683585+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
3890,null,null,CORTECH DIGITAL,#Style1083627,"28.015525,-26.039507,0 28.015343,-26.039436,0 28.014815,-26.0395,0 28.014787,-26.039316,0 28.01483,-26.03897,0 28.01555,-26.039139,0",Comment1,null,null,null,null,2025-10-22 02:55:03.683585+00,2025-10-22 02:55:03.683585+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
3891,null,null,CORTECH DIGITAL,#Style1083627,"28.015525,-26.039507,0 28.015343,-26.039436,0 28.014815,-26.0395,0 28.014787,-26.039316,0 28.01483,-26.03897,0 28.01555,-26.039139,0",Comment2,null,null,null,null,2025-10-22 02:55:03.683585+00,2025-10-22 02:55:03.683585+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
3892,null,null,CORTECH DIGITAL,#Style1083627,"28.015525,-26.039507,0 28.015343,-26.039436,0 28.014815,-26.0395,0 28.014787,-26.039316,0 28.01483,-26.03897,0 28.01555,-26.039139,0",landmark_type,2,null,null,null,2025-10-22 02:55:03.683585+00,2025-10-22 02:55:03.683585+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
3893,null,null,HISENSE SA,#Style1083628,"31.048478,-29.679779,0 31.04704,-29.679196,0 31.047534,-29.678427,0 31.048825,-29.678884,0",Comment1,null,null,null,null,2025-10-22 02:55:03.683585+00,2025-10-22 02:55:03.683585+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
3894,null,null,HISENSE SA,#Style1083628,"31.048478,-29.679779,0 31.04704,-29.679196,0 31.047534,-29.678427,0 31.048825,-29.678884,0",Comment2,null,null,null,null,2025-10-22 02:55:03.683585+00,2025-10-22 02:55:03.683585+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
3895,null,null,HISENSE SA,#Style1083628,"31.048478,-29.679779,0 31.04704,-29.679196,0 31.047534,-29.678427,0 31.048825,-29.678884,0",landmark_type,2,null,null,null,2025-10-22 02:55:03.683585+00,2025-10-22 02:55:03.683585+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
3896,null,null,FG KNIGHTS,#Style1083629,"31.046349,-29.758655,0 31.045981,-29.758512,0 31.0464,-29.757852,0 31.046859,-29.757989,0 31.046702,-29.758364,0 31.046524,-29.758273,0",Comment1,null,null,null,null,2025-10-22 02:55:03.683585+00,2025-10-22 02:55:03.683585+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
3897,null,null,FG KNIGHTS,#Style1083629,"31.046349,-29.758655,0 31.045981,-29.758512,0 31.0464,-29.757852,0 31.046859,-29.757989,0 31.046702,-29.758364,0 31.046524,-29.758273,0",Comment2,null,null,null,null,2025-10-22 02:55:03.683585+00,2025-10-22 02:55:03.683585+00,warehouse,null,null,null,null,null,null,null,null,null,null,null,null,null
